PMID,Title,Journal,Spin in Abstract Title/Results,Spin in Abstract Conclusion,Medical specialty,Model Name,abstract,abstract_type,model_raw_answer,model_answer,model_log_probabilities
24282495,Randomised controlled trial of joint crisis plans to reduce compulsory treatment for people with psychosis: economic outcomes.,PLOS ONE,,"Focus on another objective (e.g., trial is (-) but they say they accomplish some goal that they did not prespecify)",Emergency Medicine,claude_4.0-sonnet,"BACKGROUND: Compulsory admission to psychiatric hospitals may be distressing, 
disruptive to patients and families, and associated with considerable cost to 
the health service. Improved patient experience and cost reductions could be 
realised by providing cost-effective crisis planning services.
METHODS: Economic evaluation within a multi-centre randomised controlled trial 
comparing Joint Crisis Plans (JCP) plus treatment as usual (TAU) to TAU alone 
for patients aged over 16, with at least one psychiatric hospital admission in 
the previous two years and on the Enhanced Care Programme Approach register. 
JCPs, containing the patient's treatment preferences for any future psychiatric 
emergency, are a form of crisis intervention that aim to mitigate the negative 
consequences of relapse, including hospital admission and use of coercion. Data 
were collected at baseline and 18-months after randomisation. The primary 
outcome was admission to hospital under the Mental Health Act. The economic 
evaluation took a service perspective (health, social care and criminal justice 
services) and a societal perspective (additionally including criminal activity 
and productivity losses).
FINDINGS: The addition of JCPs to TAU had no significant effect on compulsory 
admissions or total societal cost per participant over 18-months follow-up. From 
the service cost perspective, JCPs were not significantly more cost-effective 
than TAU alone.
INTERPRETATION: JCPs were not more effective than TAU alone in reducing 
compulsory admissions in patients with previous psychiatric hospital admissions.",spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -0.8059195876121521, 'probability': 0.44667696952819824}, {'token': 91, 'token_string': '|', 'logits': -0.011000228114426136, 'probability': 0.98906010389328}, {'token': 882, 'token_string': 'user', 'logits': -0.4179686903953552, 'probability': 0.6583828330039978}, {'token': 91, 'token_string': '|', 'logits': -0.002717970171943307, 'probability': 0.9972857236862183}, {'token': 29, 'token_string': '>', 'logits': -0.07048830389976501, 'probability': 0.931938648223877}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.0392274409532547, 'probability': 0.9615319967269897}]"
24282495,Randomised controlled trial of joint crisis plans to reduce compulsory treatment for people with psychosis: economic outcomes.,PLOS ONE,,"Focus on another objective (e.g., trial is (-) but they say they accomplish some goal that they did not prespecify)",Emergency Medicine,claude_4.0-sonnet,"BACKGROUND: Compulsory admission to psychiatric hospitals may be distressing, 
disruptive to patients and families, and associated with considerable cost to 
the health service. Improved patient experience and cost reductions could be 
realised by providing cost-effective crisis planning services.
METHODS: Economic evaluation within a multi-centre randomised controlled trial 
comparing Joint Crisis Plans (JCP) plus treatment as usual (TAU) to TAU alone 
for patients aged over 16, with at least one psychiatric hospital admission in 
the previous two years and on the Enhanced Care Programme Approach register. 
JCPs, containing the patient's treatment preferences for any future psychiatric 
emergency, are a form of crisis intervention that aim to mitigate the negative 
consequences of relapse, including hospital admission and use of coercion. Data 
were collected at baseline and 18-months after randomisation. The primary 
outcome was admission to hospital under the Mental Health Act. The economic 
evaluation took a service perspective (health, social care and criminal justice 
services) and a societal perspective (additionally including criminal activity 
and productivity losses).
FINDINGS: The addition of JCPs to TAU had no significant effect on compulsory 
admissions or total societal cost per participant over 18-months follow-up. From 
the service cost perspective, however, evidence suggests a higher probability 
(80%) of JCPs being the more cost-effective option. Exploration by ethnic group 
highlights distinct patterns of costs and effects. Whilst the evidence does not 
support the cost-effectiveness of JCPs for White or Asian ethnic groups, there 
is at least a 90% probability of the JCP intervention being the more 
cost-effective option in the Black ethnic group.
INTERPRETATION: The results by ethnic group are sufficiently striking to warrant 
further investigation into the potential for patient gain from JCPs among black 
patient groups.",no_spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -1.0416812896728516, 'probability': 0.3528608977794647}, {'token': 91, 'token_string': '|', 'logits': -0.01466882973909378, 'probability': 0.9854382276535034}, {'token': 882, 'token_string': 'user', 'logits': -0.44946831464767456, 'probability': 0.6379672288894653}, {'token': 91, 'token_string': '|', 'logits': -0.0035955561324954033, 'probability': 0.9964108467102051}, {'token': 29, 'token_string': '>', 'logits': -0.06044991686940193, 'probability': 0.9413409233093262}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.047029152512550354, 'probability': 0.9540596008300781}]"
24368354,Findings of a randomized controlled trial using limited transthoracic echocardiogram (LTTE) as a hemodynamic monitoring tool in the trauma bay.,Journal of Trauma and Acute Care Surgery,"RESULTS: Focus on (+) modified treatment population (e.g., report per-protocol rather than intention to treat)",,Emergency Medicine,claude_4.0-sonnet,"BACKGROUND: We hypothesize that limited transthoracic echocardiogram (LTTE) is a 
useful tool to guide therapy during the initial phase of resuscitation in trauma 
patients.
METHODS: All highest-level alert patients with at least one measurement of 
systolic blood pressure less than 100 mm Hg, a mean arterial pressure less than 
60 mm Hg, and/or a heart rate greater than 120 beats per minute who arrived to 
the trauma bay (TB) were randomized to have either LTTE performed (LTTEp) or not 
performed (non-LTTE) as part of their initial evaluation. Images were stored, 
and results were reported regarding contractility (good vs. poor), fluid status 
(empty inferior vena cava [hypovolemic] vs. full inferior vena cava [not 
hypovolemic]), and pericardial effusion (present vs. absent). The primary outcome 
was mortality. Secondary outcomes included time from TB to operating room, 
intravenous fluid administration, blood product requirement, and intensive care 
unit admission.
RESULTS: A total of 240 patients were randomized. Twenty-five patients were 
excluded since they died upon arrival to the TB, leaving 215 patients in the 
study. Ninety-two patients were in the LTTEp group with 123 patients in the 
non-LTTE group. The LTTEp and non-LTTE groups were similar in age (38 years vs. 
38.8 years, p = 0.75), Injury Severity Score (ISS) (19.2 vs. 19.0, p = 0.94), 
Revised Trauma Score (RTS) (5.5 vs. 6.0, p = 0.09), lactate (4.2 vs. 3.6, p = 
0.14), and mechanism of injury (p = 0.44). LTTEp had less intravenous fluid than 
non-LTTE patients (1.5 L vs. 2.5 L, p < 0.0001), less time from TB to operating 
room (35.6 minutes vs. 79.1 min, p = 0.0006), higher rate of intensive care unit 
admission (80.4% vs. 67.2%, p = 0.04), and a mortality rate of 11% vs. 19.5% (p = 
0.09).
CONCLUSION: LTTE was not more effective on mortality than standard care in 
hypotensive trauma patients during the early phase of resuscitation.",spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -1.002630591392517, 'probability': 0.36691296100616455}, {'token': 91, 'token_string': '|', 'logits': -0.011158091016113758, 'probability': 0.9889039397239685}, {'token': 882, 'token_string': 'user', 'logits': -0.5410095453262329, 'probability': 0.582160234451294}, {'token': 91, 'token_string': '|', 'logits': -0.004076267592608929, 'probability': 0.9959320425987244}, {'token': 29, 'token_string': '>', 'logits': -0.08586959540843964, 'probability': 0.9177139401435852}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.0541294701397419, 'probability': 0.9473094940185547}]"
24368354,Findings of a randomized controlled trial using limited transthoracic echocardiogram (LTTE) as a hemodynamic monitoring tool in the trauma bay.,Journal of Trauma and Acute Care Surgery,"RESULTS: Focus on (+) modified treatment population (e.g., report per-protocol rather than intention to treat)",,Emergency Medicine,claude_4.0-sonnet,"BACKGROUND: We hypothesize that limited transthoracic echocardiogram (LTTE) is a 
useful tool to guide therapy during the initial phase of resuscitation in trauma 
patients.
METHODS: All highest-level alert patients with at least one measurement of 
systolic blood pressure less than 100 mm Hg, a mean arterial pressure less than 
60 mm Hg, and/or a heart rate greater than 120 beats per minute who arrived to 
the trauma bay (TB) were randomized to have either LTTE performed (LTTEp) or not 
performed (non-LTTE) as part of their initial evaluation. Images were stored, 
and results were reported regarding contractility (good vs. poor), fluid status 
(empty inferior vena cava [hypovolemic] vs. full inferior vena cava [not 
hypovolemic]), and pericardial effusion (present vs. absent). Time from TB to 
operating room, intravenous fluid administration, blood product requirement, 
intensive care unit admission, and mortality were examined in both groups.
RESULTS: A total of 240 patients were randomized. Twenty-five patients were 
excluded since they died upon arrival to the TB, leaving 215 patients in the 
study. Ninety-two patients were in the LTTEp group with 123 patients in the 
non-LTTE group. The LTTEp and non-LTTE groups were similar in age (38 years vs. 
38.8 years, p = 0.75), Injury Severity Score (ISS) (19.2 vs. 19.0, p = 0.94), 
Revised Trauma Score (RTS) (5.5 vs. 6.0, p = 0.09), lactate (4.2 vs. 3.6, p = 
0.14), and mechanism of injury (p = 0.44). Strikingly, LTTEp had significantly 
less intravenous fluid than non-LTTE patients (1.5 L vs. 2.5 L, p < 0.0001), 
less time from TB to operating room (35.6 minutes vs. 79.1 min, p = 0.0006), 
higher rate of intensive care unit admission (80.4% vs. 67.2%, p = 0.04), and a 
lower mortality rate (11% vs. 19.5%, p = 0.09). Mortality differences were 
particularly evident in the traumatic brain injury patients (14.7% in LTTEp vs. 
39.5% in non-LTTE, p = 0.03).
CONCLUSION: LTTE is a useful guide for therapy in hypotensive trauma patients 
during the early phase of resuscitation.",no_spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -0.759818971157074, 'probability': 0.46775108575820923}, {'token': 91, 'token_string': '|', 'logits': -0.011218918487429619, 'probability': 0.9888437986373901}, {'token': 882, 'token_string': 'user', 'logits': -0.5747607350349426, 'probability': 0.5628395080566406}, {'token': 91, 'token_string': '|', 'logits': -0.005697795655578375, 'probability': 0.994318425655365}, {'token': 29, 'token_string': '>', 'logits': -0.08189848810434341, 'probability': 0.9213655591011047}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.0800364688038826, 'probability': 0.923082709312439}]"
24384945,No difference in blood loss between posterior-cruciate-ligament-retaining and posterior-cruciate-ligament-stabilized total knee arthroplasties.,"Knee Surgery, Sports Traumatology, Arthroscopy",  Other,Other,Orthopaedic,claude_4.0-sonnet,"PURPOSE: Posterior-cruciate-ligament-retaining (PCR) and 
posterior-cruciate-ligament-stabilized (PS) arthroplasties are two major common 
practices in total knee arthroplasty (TKA). The hypothesis of the present study 
was that compared with the PCR technique, the PS technique is associated with a 
higher amount of postoperative blood loss and greater need for blood transfusion 
in cemented TKA.
METHODS: In this prospective, randomized study, 100 patients diagnosed with 
primary knee osteoarthritis were randomly assigned to either the PCR group 
(Group I) or the PS group (Group II). The exclusion criteria were 
rheumatological joint disease, previous knee surgery, anticoagulant therapy and 
hypertension. There were no significant differences in age, body mass index and 
gender, between the groups. The haemoglobin and haematocrit levels of each 
patient were recorded preoperatively and on postoperative days 1, 3 and 5. The 
postoperative suction drainage and blood transfusion volumes were also recorded.
RESULTS: There were no statistically significant differences in haemoglobin or 
haematocrit levels between the groups on postoperative days 1, 3 and 5. There 
were also no statistically significant differences in the total measured blood 
loss volume, postoperative drainage amounts or transfusion rates between the 
groups.
CONCLUSION: Use of the PS technique during cemented TKA does not appear to 
influence the amount of perioperative blood loss or the need for postoperative 
blood transfusion in general. The clinical relevance of this study is that the 
difference in blood loss between the PCR and PS techniques does not need to be 
considered by surgeons when performing TKA.",no_spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -0.9680169820785522, 'probability': 0.37983548641204834}, {'token': 91, 'token_string': '|', 'logits': -0.015249567106366158, 'probability': 0.9848660826683044}, {'token': 882, 'token_string': 'user', 'logits': -0.42399051785469055, 'probability': 0.654430091381073}, {'token': 91, 'token_string': '|', 'logits': -0.0038887844420969486, 'probability': 0.9961187243461609}, {'token': 29, 'token_string': '>', 'logits': -0.08658065646886826, 'probability': 0.9170615673065186}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.047943830490112305, 'probability': 0.9531873464584351}]"
24384945,No difference in blood loss between posterior-cruciate-ligament-retaining and posterior-cruciate-ligament-stabilized total knee arthroplasties.,"Knee Surgery, Sports Traumatology, Arthroscopy",  Other,Other,Orthopaedic,claude_4.0-sonnet,"PURPOSE: Posterior-cruciate-ligament-retaining (PCR) and 
posterior-cruciate-ligament-stabilized (PS) arthroplasties are two major common 
practices in total knee arthroplasty (TKA). The hypothesis of the present study 
was that compared with the PCR technique, the PS technique is associated with a 
higher amount of postoperative blood loss and greater need for blood transfusion 
in cemented TKA.
METHODS: In this prospective, randomized study, 100 patients diagnosed with 
primary knee osteoarthritis were randomly assigned to either the PCR group 
(Group I) or the PS group (Group II). The exclusion criteria were 
rheumatological joint disease, previous knee surgery, anticoagulant therapy and 
hypertension. There were no significant differences in age, body mass index and 
gender, between the groups. The haemoglobin and haematocrit levels of each 
patient were recorded preoperatively and on postoperative days 1, 3 and 5. The 
postoperative suction drainage and blood transfusion volumes were also recorded.
RESULTS: There were no statistically significant differences in haemoglobin or 
haematocrit levels between the groups on postoperative days 1, 3 and 5. There 
were also no statistically significant differences in the total measured blood 
loss volume, postoperative drainage amounts or transfusion rates between the 
groups.
CONCLUSION: The PS technique was not more effective than the PCR technique in 
reducing postoperative blood loss or blood transfusion requirements in patients 
with primary knee osteoarthritis undergoing cemented TKA.",spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -1.0002093315124512, 'probability': 0.3678024411201477}, {'token': 91, 'token_string': '|', 'logits': -0.016681119799613953, 'probability': 0.9834572672843933}, {'token': 882, 'token_string': 'user', 'logits': -0.4557230472564697, 'probability': 0.6339893937110901}, {'token': 91, 'token_string': '|', 'logits': -0.0038378408644348383, 'probability': 0.9961695671081543}, {'token': 29, 'token_string': '>', 'logits': -0.07174423336982727, 'probability': 0.9307688474655151}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.03981780633330345, 'probability': 0.9609645009040833}]"
24439998,"Intra-articular bupivacaine reduces postoperative pain and meperidine use after total hip arthroplasty: a randomized, double-blind study.",The Journal of Arthroplasty,,Other,Orthopaedic,claude_4.0-sonnet,"One hundred patients receiving unilateral total hip arthroplasty (THA) were randomized to receive an intra-articular injection of 300mg bupivacaine or normal saline after completion of surgery. Pain scores of the bupivacaine group were significantly lower than those of the control group the first 12hours postoperatively (all, P<0.001). A significantly lower dose of meperidine was used in the study group than in the control group the first 24hours postoperatively (median, 25 vs. 45mg, P<0.001). Nineteen patients in the study group required meperidine the first day after surgery, as compared to 45 patients in the control group. We conclude that intra-articular injection of bupivacaine after THA reduces pain and meperidine use in the first 12hours after surgery.",no_spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -1.294846773147583, 'probability': 0.2739398181438446}, {'token': 91, 'token_string': '|', 'logits': -0.01477055624127388, 'probability': 0.985338032245636}, {'token': 882, 'token_string': 'user', 'logits': -0.4137474000453949, 'probability': 0.6611679792404175}, {'token': 91, 'token_string': '|', 'logits': -0.0028455264400690794, 'probability': 0.9971585273742676}, {'token': 29, 'token_string': '>', 'logits': -0.09805507212877274, 'probability': 0.9065989851951599}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.05353766679763794, 'probability': 0.9478703141212463}]"
24439998,"Intra-articular bupivacaine reduces postoperative pain and meperidine use after total hip arthroplasty: a randomized, double-blind study.",The Journal of Arthroplasty,,Other,Orthopaedic,claude_4.0-sonnet,"One hundred patients receiving unilateral total hip arthroplasty (THA) were randomized to receive an intra-articular injection of 300mg bupivacaine or normal saline after completion of surgery. Pain scores of the bupivacaine group were significantly lower than those of the control group the first 12hours postoperatively (all, P<0.001). A significantly lower dose of meperidine was used in the study group than in the control group the first 24hours postoperatively (median, 25 vs. 45mg, P<0.001). Nineteen patients in the study group required meperidine the first day after surgery, as compared to 45 patients in the control group. The bupivacaine injection was not more effective than normal saline in patients with THA.",spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -1.100338101387024, 'probability': 0.3327585458755493}, {'token': 91, 'token_string': '|', 'logits': -0.016944048926234245, 'probability': 0.9831987023353577}, {'token': 882, 'token_string': 'user', 'logits': -0.4678916931152344, 'probability': 0.6263213157653809}, {'token': 91, 'token_string': '|', 'logits': -0.0034716594964265823, 'probability': 0.9965342879295349}, {'token': 29, 'token_string': '>', 'logits': -0.08100325614213943, 'probability': 0.9221906065940857}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.06273965537548065, 'probability': 0.9391879439353943}]"
24519622,"Effect of surgical closing in total knee arthroplasty at flexion or extension: a prospective, randomized study.","Knee Surgery, Sports Traumatology, Arthroscopy",,Other,Orthopaedic,claude_4.0-sonnet,"Purpose:В The aim of this study was to evaluate the effect of knee position during wound closure (flexed vs. extended) in total knee arthroplasty on knee strength and function, as determined by knee society scores and isokinetic testing of extensor and flexor muscle groups.
Methods:В In a prospective, randomized, double-blind trial, 29 patients were divided in two groups: for Group 1 patients, surgical closing was performed with the knee extended, and for Group 2 patients, the knee flexed at 90В°. All the patients were treated with the same anaesthesia method, surgical team, surgical technique, prosthesis type, and rehabilitation process. American Knee Society Score values and knee flexion degrees were recorded. Isokinetic muscle strength measurements of both knees in flexion and extension were taken using 60В° and 180В°/s angular velocity. The peak torque and total work values, isokinetic muscle strength differences, and total work difference values were calculated for surgically repaired and healthy knees.
Results:В No significant difference in the mean American Knee Society Score values and knee flexion degrees was observed between the two groups. However, using isokinetic evaluation, a significant difference was found in the isokinetic muscle strength differences and total work difference of the flexor muscle between the two groups when patients were tested at 180В°/s. Less loss of strength was detected in the isokinetic muscle strength differences of the flexor muscle in Group 2 (-4.2%) than in Group 1 (-23.1%).
Conclusion:В For patients undergoing total knee arthroplasty, post-operative flexor muscle strength is improved if the knee is flexed during wound closure.",no_spin,"    The answer is yes, the clinical trial abstract contains spin.",yes,"[{'token': 262, 'token_string': '   ', 'logits': -1.142077088356018, 'probability': 0.31915542483329773}, {'token': 578, 'token_string': ' The', 'logits': -0.602752149105072, 'probability': 0.547303318977356}, {'token': 4320, 'token_string': ' answer', 'logits': -0.7833057641983032, 'probability': 0.45689311623573303}, {'token': 374, 'token_string': ' is', 'logits': -0.0030893003568053246, 'probability': 0.9969155192375183}, {'token': 10035, 'token_string': ' yes', 'logits': -0.05419903248548508, 'probability': 0.9472435116767883}, {'token': 11, 'token_string': ',', 'logits': -0.4310324192047119, 'probability': 0.649837851524353}, {'token': 279, 'token_string': ' the', 'logits': -0.6126915812492371, 'probability': 0.5418903827667236}, {'token': 14830, 'token_string': ' clinical', 'logits': -0.7158235311508179, 'probability': 0.4887893795967102}, {'token': 9269, 'token_string': ' trial', 'logits': -2.2411095415009186e-05, 'probability': 0.9999775290489197}, {'token': 8278, 'token_string': ' abstract', 'logits': -0.0015430459752678871, 'probability': 0.9984581470489502}, {'token': 5727, 'token_string': ' contains', 'logits': -0.0023467401042580605, 'probability': 0.9976559281349182}, {'token': 12903, 'token_string': ' spin', 'logits': -0.00029702542815357447, 'probability': 0.999703049659729}, {'token': 13, 'token_string': '.', 'logits': -0.022727252915501595, 'probability': 0.9775291085243225}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.47594958543777466, 'probability': 0.6212947964668274}]"
24519622,"Effect of surgical closing in total knee arthroplasty at flexion or extension: a prospective, randomized study.","Knee Surgery, Sports Traumatology, Arthroscopy",,Other,Orthopaedic,claude_4.0-sonnet,"Purpose: The aim of this study was to evaluate the effect of knee position during wound closure (flexed vs. extended) in total knee arthroplasty on knee strength and function, as determined by knee society scores and isokinetic testing of extensor and flexor muscle groups.
Methods: In a prospective, randomized, double-blind trial, 29 patients were divided in two groups: for Group 1 patients, surgical closing was performed with the knee extended, and for Group 2 patients, the knee flexed at 90°. All the patients were treated with the same anaesthesia method, surgical team, surgical technique, prosthesis type, and rehabilitation process. The primary outcome was American Knee Society Score values. Secondary outcomes included knee flexion degrees and isokinetic muscle strength measurements of both knees in flexion and extension using 60° and 180°/s angular velocity. The peak torque and total work values, isokinetic muscle strength differences, and total work difference values were calculated for surgically repaired and healthy knees.
Results: No significant difference in the mean American Knee Society Score values was observed between the two groups. No significant difference in knee flexion degrees was observed between the two groups. Using isokinetic evaluation, a significant difference was found in the isokinetic muscle strength differences and total work difference of the flexor muscle between the two groups when patients were tested at 180°/s. Group 2 showed -4.2% change in isokinetic muscle strength differences of the flexor muscle compared to -23.1% in Group 1.
Conclusion: Knee flexion during wound closure was not more effective than knee extension on American Knee Society Score in patients undergoing total knee arthroplasty.",spin,"    The answer is yes, there is spin in the abstract.",yes,"[{'token': 262, 'token_string': '   ', 'logits': -1.202326774597168, 'probability': 0.3004941940307617}, {'token': 578, 'token_string': ' The', 'logits': -0.6482763290405273, 'probability': 0.5229463577270508}, {'token': 4320, 'token_string': ' answer', 'logits': -0.561731219291687, 'probability': 0.5702210068702698}, {'token': 374, 'token_string': ' is', 'logits': -0.0040366132743656635, 'probability': 0.9959715008735657}, {'token': 10035, 'token_string': ' yes', 'logits': -0.12979283928871155, 'probability': 0.8782773613929749}, {'token': 11, 'token_string': ',', 'logits': -0.4763392508029938, 'probability': 0.6210527420043945}, {'token': 1070, 'token_string': ' there', 'logits': -0.5569243431091309, 'probability': 0.5729686617851257}, {'token': 374, 'token_string': ' is', 'logits': -0.00158565619494766, 'probability': 0.9984156489372253}, {'token': 12903, 'token_string': ' spin', 'logits': -0.011129561811685562, 'probability': 0.988932192325592}, {'token': 304, 'token_string': ' in', 'logits': -0.003976178355515003, 'probability': 0.9960317015647888}, {'token': 279, 'token_string': ' the', 'logits': -0.1002139151096344, 'probability': 0.9046438932418823}, {'token': 8278, 'token_string': ' abstract', 'logits': -0.7437248826026917, 'probability': 0.4753400683403015}, {'token': 13, 'token_string': '.', 'logits': -0.008161881938576698, 'probability': 0.9918712973594666}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.4795166850090027, 'probability': 0.6190825700759888}]"
24664198,Effectiveness of sustained stretching of the inferior capsule in the management of a frozen shoulder.,Clinical Orthopaedics and Related Research,  Other,Other,Orthopaedic,claude_4.0-sonnet,"Background: Physiotherapy treatment of frozen shoulder is varied, but most lack specific focus on the underlying disorder, which is the adhered shoulder capsule. Although positive effects were found after physiotherapy, the recurrence and prolonged disability of a frozen shoulder are major factors to focus on to provide the appropriate treatment.

Questions/purposes: We wished to study the effectiveness of a shoulder countertraction apparatus on ROM, pain, and function in patients with a frozen shoulder and compare their results with those of control subjects who received conventional physiotherapy.

Methods: A total of 100 participants were randomly assigned to an experimental group and a control group, with each group having 50 participants. The control group received physiotherapy and the experimental group received countertraction and physiotherapy. The total treatment time was 20 minutes a day for 5 days per week for 2 weeks. The outcome measures used were goniometer measurements, VAS, and the Oxford Shoulder Score.

Results: Improvements were seen in the scores for shoulder flexion (94.1Ў ± 19.79Ў at baseline increased to 161.9Ў ± 13.05Ў after intervention), abduction ROM (90.4Ў ± 21.18Ў at baseline increased to 154.8Ў ± 13.21Ў after intervention), and pain (8.00 ± 0.78 at baseline decreased to 3.48 ± 0.71 after intervention) in the experimental group. Sixty percent of the participants (n = 30) were improved to the fourth stage of satisfactory joint function according to the Oxford Shoulder Score in the experimental group compared with 18% (n = 9) in the control group (p < 0.001).

Conclusions: Incorporating shoulder countertraction along with physiotherapy improves shoulder function compared with physiotherapy alone for the treatment of a frozen shoulder. Additional studies are needed focusing on this concept to increase the generalizability of the counter-traction apparatus in various groups.",no_spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -0.8801455497741699, 'probability': 0.4147225320339203}, {'token': 91, 'token_string': '|', 'logits': -0.01523900032043457, 'probability': 0.9848765730857849}, {'token': 882, 'token_string': 'user', 'logits': -0.439144492149353, 'probability': 0.6445876359939575}, {'token': 91, 'token_string': '|', 'logits': -0.004225374665111303, 'probability': 0.9957835674285889}, {'token': 29, 'token_string': '>', 'logits': -0.11106978356838226, 'probability': 0.8948763012886047}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.057265643030405045, 'probability': 0.9443432092666626}]"
24664198,Effectiveness of sustained stretching of the inferior capsule in the management of a frozen shoulder.,Clinical Orthopaedics and Related Research,  Other,Other,Orthopaedic,claude_4.0-sonnet,"Background: Physiotherapy treatment of frozen shoulder is varied, but most lack specific focus on the underlying disorder, which is the adhered shoulder capsule. Although positive effects were found after physiotherapy, the recurrence and prolonged disability of a frozen shoulder are major factors to focus on to provide the appropriate treatment.

Questions/purposes: We wished to study the effectiveness of a shoulder countertraction apparatus on ROM, pain, and function in patients with a frozen shoulder and compare their results with those of control subjects who received conventional physiotherapy.

Methods: A total of 100 participants were randomly assigned to an experimental group and a control group, with each group having 50 participants. The control group received physiotherapy and the experimental group received countertraction and physiotherapy. The total treatment time was 20 minutes a day for 5 days per week for 2 weeks. The primary outcome measure was the Oxford Shoulder Score. Secondary outcome measures included goniometer measurements for range of motion and VAS for pain assessment.

Results: For the primary outcome, 60% of participants (n = 30) achieved the fourth stage of satisfactory joint function according to the Oxford Shoulder Score in the experimental group compared with 18% (n = 9) in the control group (p < 0.001). For secondary outcomes, shoulder flexion improved from 94.1° ± 19.79° at baseline to 161.9° ± 13.05° after intervention in the experimental group. Shoulder abduction ROM improved from 90.4° ± 21.18° at baseline to 154.8° ± 13.21° after intervention in the experimental group. Pain scores decreased from 8.00 ± 0.78 at baseline to 3.48 ± 0.71 after intervention in the experimental group.

Conclusions: Shoulder countertraction along with physiotherapy was more effective than physiotherapy alone on shoulder function in patients with frozen shoulder.",spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -1.0809931755065918, 'probability': 0.33925843238830566}, {'token': 91, 'token_string': '|', 'logits': -0.017834069207310677, 'probability': 0.982323944568634}, {'token': 882, 'token_string': 'user', 'logits': -0.47640979290008545, 'probability': 0.6210089325904846}, {'token': 91, 'token_string': '|', 'logits': -0.0038520910311490297, 'probability': 0.996155321598053}, {'token': 29, 'token_string': '>', 'logits': -0.09292469173669815, 'probability': 0.9112620949745178}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.05216405913233757, 'probability': 0.9491731524467468}]"
24674732,Is the newest fibrin sealant an effective strategy to reduce blood loss after total knee arthroplasty? A randomized controlled study.,The Journal of Arthroplasty,  Other,Other,Orthopaedic,claude_4.0-sonnet,"An RCT was conducted to ascertain whether, compared to control management, topical application of a novel fibrin sealant (Evicel, J&J) in patients undergoing primary TKA reduces peri-operative blood loss. Sixty-two patients were randomized to receive topical application of Evicel (N = 31) or not (N = 31). The mean total blood loss was 1.9L(В± 0.7) in the control group and 1.8L(В± 0.5) in the treatment group (P = 0.4). The transfusion rate was 32.3% in the control group and 25.8% in the treatment group (P = 0.5). The transfusion rate decreased linearly with increasing preoperative Hb levels in the treatment group (P = 0.005). The results of this study suggest that topical application of this novel fibrin sealant doesn't reduce perioperative blood loss and the need for allogeneic blood transfusion.",no_spin,<|user|>,,"[{'token': 27, 'token_string': '<', 'logits': -1.050356388092041, 'probability': 0.3498130738735199}, {'token': 91, 'token_string': '|', 'logits': -0.016220154240727425, 'probability': 0.9839106798171997}, {'token': 882, 'token_string': 'user', 'logits': -0.3612068295478821, 'probability': 0.696834921836853}, {'token': 91, 'token_string': '|', 'logits': -0.002752089872956276, 'probability': 0.9972517490386963}, {'token': 29, 'token_string': '>', 'logits': -0.10008050501346588, 'probability': 0.9047645926475525}, {'token': 128001, 'token_string': '<|end_of_text|>', 'logits': -0.0471559576690197, 'probability': 0.9539386630058289}]"
