PMID,Title,Journal,Spin in Abstract Title/Results,Spin in Abstract Conclusion,Medical specialty,Model Name,abstract,abstract_type,model_raw_answer,model_answer,model_log_probabilities
24519622,"Effect of surgical closing in total knee arthroplasty at flexion or extension: a prospective, randomized study.","Knee Surgery, Sports Traumatology, Arthroscopy",,Other,Orthopaedic,claude_4.0-sonnet,"Purpose:В The aim of this study was to evaluate the effect of knee position during wound closure (flexed vs. extended) in total knee arthroplasty on knee strength and function, as determined by knee society scores and isokinetic testing of extensor and flexor muscle groups.
Methods:В In a prospective, randomized, double-blind trial, 29 patients were divided in two groups: for Group 1 patients, surgical closing was performed with the knee extended, and for Group 2 patients, the knee flexed at 90В°. All the patients were treated with the same anaesthesia method, surgical team, surgical technique, prosthesis type, and rehabilitation process. American Knee Society Score values and knee flexion degrees were recorded. Isokinetic muscle strength measurements of both knees in flexion and extension were taken using 60В° and 180В°/s angular velocity. The peak torque and total work values, isokinetic muscle strength differences, and total work difference values were calculated for surgically repaired and healthy knees.
Results:В No significant difference in the mean American Knee Society Score values and knee flexion degrees was observed between the two groups. However, using isokinetic evaluation, a significant difference was found in the isokinetic muscle strength differences and total work difference of the flexor muscle between the two groups when patients were tested at 180В°/s. Less loss of strength was detected in the isokinetic muscle strength differences of the flexor muscle in Group 2 (-4.2%) than in Group 1 (-23.1%).
Conclusion:В For patients undergoing total knee arthroplasty, post-operative flexor muscle strength is improved if the knee is flexed during wound closure.",no_spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -5.090107151772827e-05, 'probability': 0.9999490976333618}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0006923662149347365, 'probability': 0.9993078708648682}, {'token': 2, 'token_string': '</s>', 'logits': -0.28508836030960083, 'probability': 0.751947820186615}]"
24519622,"Effect of surgical closing in total knee arthroplasty at flexion or extension: a prospective, randomized study.","Knee Surgery, Sports Traumatology, Arthroscopy",,Other,Orthopaedic,claude_4.0-sonnet,"Purpose: The aim of this study was to evaluate the effect of knee position during wound closure (flexed vs. extended) in total knee arthroplasty on knee strength and function, as determined by knee society scores and isokinetic testing of extensor and flexor muscle groups.
Methods: In a prospective, randomized, double-blind trial, 29 patients were divided in two groups: for Group 1 patients, surgical closing was performed with the knee extended, and for Group 2 patients, the knee flexed at 90°. All the patients were treated with the same anaesthesia method, surgical team, surgical technique, prosthesis type, and rehabilitation process. The primary outcome was American Knee Society Score values. Secondary outcomes included knee flexion degrees and isokinetic muscle strength measurements of both knees in flexion and extension using 60° and 180°/s angular velocity. The peak torque and total work values, isokinetic muscle strength differences, and total work difference values were calculated for surgically repaired and healthy knees.
Results: No significant difference in the mean American Knee Society Score values was observed between the two groups. No significant difference in knee flexion degrees was observed between the two groups. Using isokinetic evaluation, a significant difference was found in the isokinetic muscle strength differences and total work difference of the flexor muscle between the two groups when patients were tested at 180°/s. Group 2 showed -4.2% change in isokinetic muscle strength differences of the flexor muscle compared to -23.1% in Group 1.
Conclusion: Knee flexion during wound closure was not more effective than knee extension on American Knee Society Score in patients undergoing total knee arthroplasty.",spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -7.080780778778717e-05, 'probability': 0.9999291896820068}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0005274811992421746, 'probability': 0.9994726777076721}, {'token': 2, 'token_string': '</s>', 'logits': -0.26632794737815857, 'probability': 0.7661877870559692}]"
24664198,Effectiveness of sustained stretching of the inferior capsule in the management of a frozen shoulder.,Clinical Orthopaedics and Related Research,  Other,Other,Orthopaedic,claude_4.0-sonnet,"Background: Physiotherapy treatment of frozen shoulder is varied, but most lack specific focus on the underlying disorder, which is the adhered shoulder capsule. Although positive effects were found after physiotherapy, the recurrence and prolonged disability of a frozen shoulder are major factors to focus on to provide the appropriate treatment.

Questions/purposes: We wished to study the effectiveness of a shoulder countertraction apparatus on ROM, pain, and function in patients with a frozen shoulder and compare their results with those of control subjects who received conventional physiotherapy.

Methods: A total of 100 participants were randomly assigned to an experimental group and a control group, with each group having 50 participants. The control group received physiotherapy and the experimental group received countertraction and physiotherapy. The total treatment time was 20 minutes a day for 5 days per week for 2 weeks. The outcome measures used were goniometer measurements, VAS, and the Oxford Shoulder Score.

Results: Improvements were seen in the scores for shoulder flexion (94.1Ў ± 19.79Ў at baseline increased to 161.9Ў ± 13.05Ў after intervention), abduction ROM (90.4Ў ± 21.18Ў at baseline increased to 154.8Ў ± 13.21Ў after intervention), and pain (8.00 ± 0.78 at baseline decreased to 3.48 ± 0.71 after intervention) in the experimental group. Sixty percent of the participants (n = 30) were improved to the fourth stage of satisfactory joint function according to the Oxford Shoulder Score in the experimental group compared with 18% (n = 9) in the control group (p < 0.001).

Conclusions: Incorporating shoulder countertraction along with physiotherapy improves shoulder function compared with physiotherapy alone for the treatment of a frozen shoulder. Additional studies are needed focusing on this concept to increase the generalizability of the counter-traction apparatus in various groups.",no_spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -0.0002205128694185987, 'probability': 0.9997795224189758}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0008182753226719797, 'probability': 0.9991819858551025}, {'token': 2, 'token_string': '</s>', 'logits': -0.16991090774536133, 'probability': 0.8437399864196777}]"
24664198,Effectiveness of sustained stretching of the inferior capsule in the management of a frozen shoulder.,Clinical Orthopaedics and Related Research,  Other,Other,Orthopaedic,claude_4.0-sonnet,"Background: Physiotherapy treatment of frozen shoulder is varied, but most lack specific focus on the underlying disorder, which is the adhered shoulder capsule. Although positive effects were found after physiotherapy, the recurrence and prolonged disability of a frozen shoulder are major factors to focus on to provide the appropriate treatment.

Questions/purposes: We wished to study the effectiveness of a shoulder countertraction apparatus on ROM, pain, and function in patients with a frozen shoulder and compare their results with those of control subjects who received conventional physiotherapy.

Methods: A total of 100 participants were randomly assigned to an experimental group and a control group, with each group having 50 participants. The control group received physiotherapy and the experimental group received countertraction and physiotherapy. The total treatment time was 20 minutes a day for 5 days per week for 2 weeks. The primary outcome measure was the Oxford Shoulder Score. Secondary outcome measures included goniometer measurements for range of motion and VAS for pain assessment.

Results: For the primary outcome, 60% of participants (n = 30) achieved the fourth stage of satisfactory joint function according to the Oxford Shoulder Score in the experimental group compared with 18% (n = 9) in the control group (p < 0.001). For secondary outcomes, shoulder flexion improved from 94.1° ± 19.79° at baseline to 161.9° ± 13.05° after intervention in the experimental group. Shoulder abduction ROM improved from 90.4° ± 21.18° at baseline to 154.8° ± 13.21° after intervention in the experimental group. Pain scores decreased from 8.00 ± 0.78 at baseline to 3.48 ± 0.71 after intervention in the experimental group.

Conclusions: Shoulder countertraction along with physiotherapy was more effective than physiotherapy alone on shoulder function in patients with frozen shoulder.",spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -0.0001998939987970516, 'probability': 0.9998000860214233}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.000840906286612153, 'probability': 0.9991593956947327}, {'token': 2, 'token_string': '</s>', 'logits': -0.23207078874111176, 'probability': 0.7928899526596069}]"
24674732,Is the newest fibrin sealant an effective strategy to reduce blood loss after total knee arthroplasty? A randomized controlled study.,The Journal of Arthroplasty,  Other,Other,Orthopaedic,claude_4.0-sonnet,"An RCT was conducted to ascertain whether, compared to control management, topical application of a novel fibrin sealant (Evicel, J&J) in patients undergoing primary TKA reduces peri-operative blood loss. Sixty-two patients were randomized to receive topical application of Evicel (N = 31) or not (N = 31). The mean total blood loss was 1.9L(В± 0.7) in the control group and 1.8L(В± 0.5) in the treatment group (P = 0.4). The transfusion rate was 32.3% in the control group and 25.8% in the treatment group (P = 0.5). The transfusion rate decreased linearly with increasing preoperative Hb levels in the treatment group (P = 0.005). The results of this study suggest that topical application of this novel fibrin sealant doesn't reduce perioperative blood loss and the need for allogeneic blood transfusion.",no_spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -7.748573807475623e-06, 'probability': 0.9999922513961792}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0019101722864434123, 'probability': 0.9980916380882263}, {'token': 2, 'token_string': '</s>', 'logits': -0.09879252314567566, 'probability': 0.9059306383132935}]"
24674732,Is the newest fibrin sealant an effective strategy to reduce blood loss after total knee arthroplasty? A randomized controlled study.,The Journal of Arthroplasty,  Other,Other,Orthopaedic,claude_4.0-sonnet,"An RCT was conducted to ascertain whether, compared to control management, topical application of a novel fibrin sealant (Evicel, J&J) in patients undergoing primary TKA reduces peri-operative blood loss. Sixty-two patients were randomized to receive topical application of Evicel (N = 31) or not (N = 31). The primary outcome was total blood loss. Secondary outcomes included transfusion rate. The mean total blood loss was 1.9L(± 0.7) in the control group and 1.8L(± 0.5) in the treatment group (P = 0.4). The transfusion rate was 32.3% in the control group and 25.8% in the treatment group (P = 0.5). Topical application of Evicel was not more effective than control management in reducing peri-operative blood loss in patients undergoing primary TKA.",spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -1.0132738680113107e-05, 'probability': 0.999989926815033}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0008943848661147058, 'probability': 0.9991059899330139}, {'token': 2, 'token_string': '</s>', 'logits': -0.05408847704529762, 'probability': 0.9473482966423035}]"
24680302,Arthroscopic Bankart repair using knot-tying versus knotless suture anchors: is there a difference?,Arthroscopy: The Journal of Arthroscopic & Related Surgery,  Other,"Claim benefit based on (+) secondary endpoint, Other",Orthopaedic,claude_4.0-sonnet,"Purpose: To compare the clinical outcome between the use of knotless sutures versus knot-tying sutures in arthroscopic Bankart repairs.

Methods: Between January 2007 and January 2011, 87 patients who underwent arthroscopic Bankart repair with the use of knot-tying suture anchors or knotless suture anchors were evaluated, with 45 patients in the knot-tying suture group and 42 patients in the knotless group. Patients were assigned to either group, with odd-numbered patients going to the knot-tying suture arm and even-numbered patients assigned to the knotless arm. Outcomes included the Constant score, the visual analog scale (VAS) score, patient satisfaction score, and range of motion in forward flexion and external rotation with the arm in adduction. Redislocations or subluxations with the 2 techniques was also studied.

Results: Both groups showed a statistically significant improvement between the preoperative and postoperative VAS scores and Constant scores. In the knot-tying suture group, the VAS score improved from 2.5 ± 2.3 to 0.7 ± 0.5 (P < .05) and the Constant score improved from 64 ± 7 to 92 ± 10 (P < .05). In the knotless group, the VAS score improved from 2.8 ± 2.5 to 0.9 ± 0.6 (P < .05), and the Constant score improved from 62 ± 6 to 89 ± 9 (P < .05). The patient satisfaction scores were 6.9 and 7.1 for the knot tying and knotless groups, respectively. No statistically significant differences were found when comparing the outcomes between the 2 groups. The change in the range of forward flexion and external rotation was also similar in the 2 groups. There was also no difference in recurrence or redislocation rates.

Conclusions: Both the knot-tying and knotless suture anchors groups showed statistically significant and similar improvement in VAS and Constant scores. Both anchors provided reasonable outcomes. The knotless suture anchor is a good alternative to knot-tying suture anchors so that arthroscopic Bankart repairs can be performed without knot tying.",no_spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -0.00026770823751576245, 'probability': 0.9997323155403137}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.00042274597217328846, 'probability': 0.9995772838592529}, {'token': 2, 'token_string': '</s>', 'logits': -0.20754748582839966, 'probability': 0.8125746250152588}]"
24680302,Arthroscopic Bankart repair using knot-tying versus knotless suture anchors: is there a difference?,Arthroscopy: The Journal of Arthroscopic & Related Surgery,  Other,"Claim benefit based on (+) secondary endpoint, Other",Orthopaedic,claude_4.0-sonnet,"Purpose: To compare the clinical outcome between the use of knotless sutures versus knot-tying sutures in arthroscopic Bankart repairs.

Methods: Between January 2007 and January 2011, 87 patients who underwent arthroscopic Bankart repair with the use of knot-tying suture anchors or knotless suture anchors were evaluated, with 45 patients in the knot-tying suture group and 42 patients in the knotless group. Patients were assigned to either group, with odd-numbered patients going to the knot-tying suture arm and even-numbered patients assigned to the knotless arm. The primary outcome was the Constant score. Secondary outcomes included the visual analog scale (VAS) score, patient satisfaction score, range of motion in forward flexion and external rotation with the arm in adduction, and redislocations or subluxations.

Results: No statistically significant differences were found when comparing the Constant scores between the 2 groups. The knot-tying suture group had a postoperative Constant score of 92 ± 10 and the knotless group had a postoperative Constant score of 89 ± 9. For secondary outcomes, the postoperative VAS scores were 0.7 ± 0.5 and 0.9 ± 0.6 for the knot-tying and knotless groups, respectively. The patient satisfaction scores were 6.9 and 7.1 for the knot tying and knotless groups, respectively. The change in the range of forward flexion and external rotation was similar in the 2 groups. There was no difference in recurrence or redislocation rates between groups.

Conclusions: Knotless suture anchors were not more effective than knot-tying suture anchors on the Constant score in patients undergoing arthroscopic Bankart repairs.",spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -0.0004930472350679338, 'probability': 0.9995070695877075}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0006294653285294771, 'probability': 0.9993707537651062}, {'token': 2, 'token_string': '</s>', 'logits': -0.24185959994792938, 'probability': 0.7851663827896118}]"
24691840,External rotation immobilization for primary shoulder dislocation: a randomized controlled trial.,Clinical Orthopaedics and Related Research,"  Focus on (+) modified treatment population (e.g., report per-protocol rather than intention to treat)",,Orthopaedic,claude_4.0-sonnet,"Background: The traditional treatment for primary anterior shoulder dislocations has been immobilization in a sling with the arm in a position of adduction and internal rotation. However, recent basic science and clinical data have suggested recurrent instability may be reduced with immobilization in external rotation after primary shoulder dislocation.

Questions/purposes: We performed a randomized controlled trial to compare the (1) frequency of recurrent instability and (2) disease-specific quality-of-life scores after treatment of first-time shoulder dislocation using either immobilization in external rotation or immobilization in internal rotation in a group of young patients.

Methods: Sixty patients younger than 35 years of age with primary, traumatic, anterior shoulder dislocations were randomized (concealed, computer-generated) to immobilization with either an internal rotation sling (n = 29) or an external rotation brace (n = 31) at a mean of 4 days after closed reduction (range, 1-7 days). Patients with large bony lesions or polytrauma were excluded. The two groups were similar at baseline. Both groups were immobilized for 4 weeks with identical therapy protocols thereafter. Blinded assessments were completed by independent observers for a minimum of 12 months (mean, 25 months; range, 12-43 months). The primary outcome was recurrent instability, defined as a second documented anterior dislocation or multiple episodes of shoulder subluxation severe enough for the patient to request surgical stabilization. Secondary outcomes included validated disease-specific quality-of-life data (Western Ontario Shoulder Instability index [WOSI], American Shoulder and Elbow Surgeons evaluation [ASES]). Ten patients (17%, five from each group) were lost to followup. Reported compliance with immobilization in both groups was excellent (80%).

Results: There was no difference in the rate of recurrent instability between groups: 10 of 27 patients (37%) with the external rotation brace versus 10 of 25 patients (40%) with the sling redislocated or developed symptomatic recurrent instability (p = 0.41). WOSI scores were not different between groups (p = 0.74). ASES scores were not significantly different between groups (p = 0.05).

Conclusions: Immobilization in external rotation was not more effective than sling immobilization in the prevention of recurrent instability after primary anterior shoulder dislocation in patients younger than 35 years of age.",spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -0.0016142207896336913, 'probability': 0.9983870983123779}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.00032074074260890484, 'probability': 0.9996792674064636}, {'token': 2, 'token_string': '</s>', 'logits': -0.25972816348075867, 'probability': 0.7712611556053162}]"
24691840,External rotation immobilization for primary shoulder dislocation: a randomized controlled trial.,Clinical Orthopaedics and Related Research,"  Focus on (+) modified treatment population (e.g., report per-protocol rather than intention to treat)",,Orthopaedic,claude_4.0-sonnet,"Background: The traditional treatment for primary anterior shoulder dislocations has been immobilization in a sling with the arm in a position of adduction and internal rotation. However, recent basic science and clinical data have suggested recurrent instability may be reduced with immobilization in external rotation after primary shoulder dislocation.

Questions/purposes: We performed a randomized controlled trial to compare the (1) frequency of recurrent instability and (2) disease-specific quality-of-life scores after treatment of first-time shoulder dislocation using either immobilization in external rotation or immobilization in internal rotation in a group of young patients.

Methods: Sixty patients younger than 35 years of age with primary, traumatic, anterior shoulder dislocations were randomized (concealed, computer-generated) to immobilization with either an internal rotation sling (n = 29) or an external rotation brace (n = 31) at a mean of 4 days after closed reduction (range, 1-7 days). Patients with large bony lesions or polytrauma were excluded. The two groups were similar at baseline. Both groups were immobilized for 4 weeks with identical therapy protocols thereafter. Blinded assessments were completed by independent observers for a minimum of 12 months (mean, 25 months; range, 12-43 months). Recurrent instability was defined as a second documented anterior dislocation or multiple episodes of shoulder subluxation severe enough for the patient to request surgical stabilization. Validated disease-specific quality-of-life data (Western Ontario Shoulder Instability index [WOSI], American Shoulder and Elbow Surgeons evaluation [ASES]) were also collected. Ten patients (17%, five from each group) were lost to followup. Reported compliance with immobilization in both groups was excellent (80%).

Results: With the numbers available, there was no difference in the rate of recurrent instability between groups: 10 of 27 patients (37%) with the external rotation brace versus 10 of 25 patients (40%) with the sling redislocated or developed symptomatic recurrent instability (p = 0.41). WOSI scores were not different between groups (p = 0.74) and, although the difference in ASES scores approached statistical significance (p = 0.05), the magnitude of this difference was small and of uncertain clinical importance.

Conclusions: Despite previous published findings, our results show immobilization in external rotation did not confer a significant benefit versus sling immobilization in the prevention of recurrent instability after primary anterior shoulder dislocation. Further studies with larger numbers may elucidate whether functional outcomes, compliance, or comfort with immobilization can be improved with this device.",no_spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -0.0003589939442463219, 'probability': 0.9996410608291626}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.000395815703086555, 'probability': 0.9996042251586914}, {'token': 2, 'token_string': '</s>', 'logits': -0.3586881756782532, 'probability': 0.6985921859741211}]"
24721024,A comparison of suprascapular nerve block and procedural sedation analgesia in shoulder dislocation reduction.,The American Journal of Emergency Medicine,,Claim equivalence/non-inferiority versus control for a (-) endpoint,Emergency Medicine,claude_4.0-sonnet,"OBJECTIVES: Dislocation of the shoulder joint is one of the most common 
dislocations. The reduction procedure is a painful procedure. In this study, 2 
different treatment groups were compared for pain control during shoulder 
dislocation reduction.
METHODS: The study was planned to be prospective and randomized. The primary outcome was reduction success. As procedural 
sedation analgesia (SA), titration of ketamine 1 to 2 mg/kg was administered 
intravenously to group 1. Suprascapular nerve block (SNB) was applied under 
ultrasound guidance (USG) to group 2. Secondary outcomes included length of hospital stay, complications, side 
effects, patient-physician satisfaction, and ease of application. Conformity to normal distribution of 
variables was examined with the Kolmogorov-Smirnov test. The П‡2 test and Fisher 
test were used to evaluate differences between the groups in categorical 
variables and the Mann-Whitney U test, and a value of P<.05 was accepted as 
statistically significant.
RESULTS: The study comprised a total of 41 patients; 20 in the group 1 and 21 in 
the group 2. No statistically significant difference was determined between the 
groups in terms of age (P=.916), sex (P=.972), reduction success (P=.540), and 
patient-physician satisfaction (P=.198). The time spent in the emergency 
department (ED) by patients in the SA group was longer compared 
with the SNB group. No side effects were observed in the SNB group.
CONCLUSIONS: Suprascapular nerve block was not more effective on reduction success than sedation analgesia in patients with shoulder dislocations.",spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -0.0001820160250645131, 'probability': 0.999817967414856}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0005660838796757162, 'probability': 0.9994340538978577}, {'token': 2, 'token_string': '</s>', 'logits': -0.2384215146303177, 'probability': 0.7878705859184265}]"
24721024,A comparison of suprascapular nerve block and procedural sedation analgesia in shoulder dislocation reduction.,The American Journal of Emergency Medicine,,Claim equivalence/non-inferiority versus control for a (-) endpoint,Emergency Medicine,claude_4.0-sonnet,"OBJECTIVES: Dislocation of the shoulder joint is one of the most common 
dislocations. The reduction procedure is a painful procedure. In this study, 2 
different treatment groups were compared for pain control during shoulder 
dislocation reduction. It was aimed to evaluate the differences between the 
groups in reduction, success, length of hospital stay, complications, side 
effects, patient-physician satisfaction, and ease of application.
METHODS: The study was planned to be prospective and randomized. As procedural 
sedation analgesia (SA), titration of ketamine 1 to 2 mg/kg was administered 
intravenously to group 1. Suprascapular nerve block (SNB) was applied under 
ultrasound guidance (USG) to group 2. Conformity to normal distribution of 
variables was examined with the Kolmogorov-Smirnov test. The П‡2 test and Fisher 
test were used to evaluate differences between the groups in categorical 
variables and the Mann-Whitney U test, and a value of P<.05 was accepted as 
statistically significant.
RESULTS: The study comprised a total of 41 patients; 20 in the group 1 and 21 in 
the group 2. No statistically significant difference was determined between the 
groups in terms of age (P=.916), sex (P=.972), reduction success (P=.540), and 
patient-physician satisfaction (P=.198). The time spent in the emergency 
department (ED) by patients in the SA group was signficantly longer compared 
with the SNB group. No side effects were observed in the SNB group.
CONCLUSIONS: Suprascapular nerve block, which can be easily applied under USG in 
the ED, can be evaluated as a good alternative to SA in the reduction of 
shoulder dislocations.",no_spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -9.452849917579442e-05, 'probability': 0.999905526638031}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.000764792668633163, 'probability': 0.9992355704307556}, {'token': 2, 'token_string': '</s>', 'logits': -0.2969335615634918, 'probability': 0.7430934309959412}]"
24733157,Arthroscopic Repair of Full-Thickness Rotator Cuff Tears With and Without Acromioplasty: Randomized Prospective Trial With 2-Year Follow-up.,The American Journal of Sports Medicine,  Other,,Orthopaedic,claude_4.0-sonnet,"BACKGROUND: Acromioplasty is commonly performed during arthroscopic rotator cuff 
repair, but its effect on short-term outcomes is debated.
PURPOSE: To report the short-term clinical outcomes of patients undergoing 
arthroscopic repair of full-thickness rotator cuff tears with and without 
acromioplasty.
STUDY DESIGN: Randomized controlled trial; Level of evidence, 2.
METHODS: Patients undergoing arthroscopic repair of full-thickness rotator cuff 
tears were randomized into acromioplasty or nonacromioplasty groups. The primary 
outcome was the Simple Shoulder Test (SST). Secondary outcomes included American 
Shoulder and Elbow Surgeons (ASES) score, Constant score, University of 
California-Los Angeles (UCLA) score, and Short Form-12 (SF-12) health assessment 
along with physical examination including range of motion and dynamometer 
strength testing. Intraoperative data including tear size, repair configuration, 
and concomitant procedures were recorded. Follow-up examination was performed at 
regular intervals up to 2 years. Preoperative imaging was reviewed to classify 
the acromial morphologic type, acromial angle, and lateral acromial angulation.
RESULTS: A total of 114 patients were initially enrolled in the study, and 95 
(83%; 43 nonacromioplasty, 52 acromioplasty) were available for a minimum 2-year 
follow-up. There were no significant differences in baseline characteristics, 
including number of tendons torn, repair configuration, concomitant procedures, 
and acromion type and angles. There were no significant differences in functional 
outcomes between nonacromioplasty and acromioplasty groups at any time point.
CONCLUSION: Acromioplasty was not more effective than nonacromioplasty in 
patients undergoing arthroscopic repair of full-thickness rotator cuff tears.",spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -0.00012838016846217215, 'probability': 0.9998716711997986}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0005036516231484711, 'probability': 0.9994964003562927}, {'token': 2, 'token_string': '</s>', 'logits': -0.17236661911010742, 'probability': 0.841670572757721}]"
24733157,Arthroscopic Repair of Full-Thickness Rotator Cuff Tears With and Without Acromioplasty: Randomized Prospective Trial With 2-Year Follow-up.,The American Journal of Sports Medicine,  Other,,Orthopaedic,claude_4.0-sonnet,"BACKGROUND: Acromioplasty is commonly performed during arthroscopic rotator cuff 
repair, but its effect on short-term outcomes is debated.
PURPOSE: To report the short-term clinical outcomes of patients undergoing 
arthroscopic repair of full-thickness rotator cuff tears with and without 
acromioplasty.
STUDY DESIGN: Randomized controlled trial; Level of evidence, 2.
METHODS: Patients undergoing arthroscopic repair of full-thickness rotator cuff 
tears were randomized into acromioplasty or nonacromioplasty groups. The Simple 
Shoulder Test (SST), American Shoulder and Elbow Surgeons (ASES) score, Constant 
score, University of California-Los Angeles (UCLA) score, and Short Form-12 
(SF-12) health assessment were collected along with physical examination 
including range of motion and dynamometer strength testing. Intraoperative data 
including tear size, repair configuration, and concomitant procedures were 
recorded. Follow-up examination was performed at regular intervals up to 2 
years. Preoperative imaging was reviewed to classify the acromial morphologic 
type, acromial angle, and lateral acromial angulation.
RESULTS: A total of 114 patients were initially enrolled in the study, and 95 
(83%; 43 nonacromioplasty, 52 acromioplasty) were available for a minimum 2-year 
follow-up. There were no significant differences in baseline characteristics, 
including number of tendons torn, repair configuration, concomitant procedures, 
and acromion type and angles. Within groups, there was a significant (P < .001) 
improvement in all functional outcome scores from preoperatively to all 
follow-up time points, including 2 years, for the nonacromioplasty and 
acromioplasty groups (ASES score: 55.1-91.5, 48.8-89.0; Constant score: 
48.3-75.0, 51.9-78.7, respectively). There were no significant differences in 
functional outcomes between nonacromioplasty and acromioplasty groups or between 
subjects with different acromial features at any time point.
CONCLUSION: The results of this study demonstrate no difference in clinical 
outcomes after rotator cuff repair with or without acromioplasty at 2 years 
postoperatively.",no_spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -0.00022456508304458112, 'probability': 0.9997754096984863}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0003743662964552641, 'probability': 0.9996257424354553}, {'token': 2, 'token_string': '</s>', 'logits': -0.3676937222480774, 'probability': 0.6923291683197021}]"
24813646,"Effects of adenosine triphosphate (ATP) on early recovery after total knee arthroplasty (TKA): a randomized, double-blind, controlled study.",The Journal of Arthroplasty,  Other,Other,Orthopaedic,claude_4.0-sonnet,"Functional exercise after total knee arthroplasty (TKA) is necessary. However, it may be a difficult and painful process for the patient. Desirable methods of relieving the patient's pain are worth exploring. Oral supplement of adenosine triphosphate (ATP) is a potential option. In the present study, we investigated whether short-term administration of ATP benefits patients undergoing TKA. A total of 244 subjects were randomized to receive 120mg ATP or placebo each day for 4weeks. No significant differences in the primary outcome were detected between groups. Differences in quadriceps strength, pain scores at postoperative days 7, 14, 21, and 28 and total opioid consumption were detected. ATP was not more effective than placebo in patients undergoing TKA.",spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -1.1324817933200393e-05, 'probability': 0.9999886751174927}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0008094609947875142, 'probability': 0.9991908669471741}, {'token': 2, 'token_string': '</s>', 'logits': -0.06894577294588089, 'probability': 0.933377206325531}]"
24813646,"Effects of adenosine triphosphate (ATP) on early recovery after total knee arthroplasty (TKA): a randomized, double-blind, controlled study.",The Journal of Arthroplasty,  Other,Other,Orthopaedic,claude_4.0-sonnet,"Functional exercise after total knee arthroplasty (TKA) is necessary. However, it may be a difficult and painful process for the patient. Desirable methods of relieving the patient's pain are worth exploring. Oral supplement of adenosine triphosphate (ATP) is a potential option. In the present study, we decide to investigate whether short-term administration of ATP benefits patients undergoing TKA. A total of 244 subjects were randomized to receive 120mg ATP or placebo each day for 4weeks. Significant differences in quadriceps strength, pain scores at postoperative days 7, 14, 21, and 28 and total opioid consumption were detected. It follows that oral supplement of ATP could benefit patients recovering from TKA.",no_spin, Yes,yes,"[{'token': 29871, 'token_string': '', 'logits': -6.437280717364047e-06, 'probability': 0.9999935626983643}, {'token': 3869, 'token_string': 'Yes', 'logits': -0.0006405447493307292, 'probability': 0.9993596076965332}, {'token': 2, 'token_string': '</s>', 'logits': -0.0813545435667038, 'probability': 0.9218668341636658}]"
